"REF_DATE","GEO","DGUID","Life insurance sales","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1949-08","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","8.90","","","","2"
"1949-09","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","97.86","","","","2"
"1949-09","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","0.67","","","","2"
"1949-09","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.37","","","","2"
"1949-09","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","3.42","","","","2"
"1949-09","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","2.58","","","","2"
"1949-09","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","25.84","","","","2"
"1949-09","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","40.76","","","","2"
"1949-09","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","5.13","","","","2"
"1949-09","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","4.00","","","","2"
"1949-09","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","6.60","","","","2"
"1949-09","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","9.16","","","","2"
"1949-10","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","116.80","","","","2"
"1949-10","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","0.66","","","","2"
"1949-10","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.43","","","","2"
"1949-10","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","3.46","","","","2"
"1949-10","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","2.68","","","","2"
"1949-10","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","32.64","","","","2"
"1949-10","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","47.94","","","","2"
"1949-10","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","6.46","","","","2"
"1949-10","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","5.14","","","","2"
"1949-10","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","7.90","","","","2"
"1949-10","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","10.15","","","","2"
"1949-11","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","134.76","","","","2"
"1949-11","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","1.03","","","","2"
"1949-11","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.48","","","","2"
"1949-11","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","4.06","","","","2"
"1949-11","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","2.92","","","","2"
"1949-11","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","36.80","","","","2"
"1949-11","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","55.80","","","","2"
"1949-11","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","7.43","","","","2"
"1949-11","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","6.20","","","","2"
"1949-11","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","9.50","","","","2"
"1949-11","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","11.57","","","","2"
"1949-12","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","120.09","","","","2"
"1949-12","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","0.62","","","","2"
"1949-12","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.48","","","","2"
"1949-12","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","3.89","","","","2"
"1949-12","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","2.25","","","","2"
"1949-12","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","31.10","","","","2"
"1949-12","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","52.10","","","","2"
"1949-12","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","6.38","","","","2"
"1949-12","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","4.63","","","","2"
"1949-12","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","8.39","","","","2"
"1949-12","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","10.87","","","","2"
"1950-01","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","109.49","","","","2"
"1950-01","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","0.60","","","","2"
"1950-01","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.39","","","","2"
"1950-01","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","3.06","","","","2"
"1950-01","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","2.49","","","","2"
"1950-01","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","29.31","","","","2"
"1950-01","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","48.95","","","","2"
"1950-01","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","5.50","","","","2"
"1950-01","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","3.95","","","","2"
"1950-01","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","7.54","","","","2"
"1950-01","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","8.30","","","","2"
"1950-02","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","107.87","","","","2"
"1950-02","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","0.72","","","","2"
"1950-02","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.31","","","","2"
"1950-02","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","3.55","","","","2"
"1950-02","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","2.57","","","","2"
"1950-02","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","27.45","","","","2"
"1950-02","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","49.10","","","","2"
"1950-02","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","5.66","","","","2"
"1950-02","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","3.11","","","","2"
"1950-02","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","6.95","","","","2"
"1950-02","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","9.17","","","","2"
"1950-03","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","121.55","","","","2"
"1950-03","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","0.60","","","","2"
"1950-03","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.36","","","","2"
"1950-03","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","3.55","","","","2"
"1950-03","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","2.90","","","","2"
"1950-03","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","32.21","","","","2"
"1950-03","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","54.08","","","","2"
"1950-03","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","5.99","","","","2"
"1950-03","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","3.40","","","","2"
"1950-03","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","8.38","","","","2"
"1950-03","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","10.68","","","","2"
"1950-04","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","116.26","","","","2"
"1950-04","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","0.78","","","","2"
"1950-04","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.34","","","","2"
"1950-04","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","3.80","","","","2"
"1950-04","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","3.00","","","","2"
"1950-04","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","33.10","","","","2"
"1950-04","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","48.08","","","","2"
"1950-04","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","6.00","","","","2"
"1950-04","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","3.54","","","","2"
"1950-04","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","8.14","","","","2"
"1950-04","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","10.26","","","","2"
"1950-05","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","120.23","","","","2"
"1950-05","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","0.71","","","","2"
"1950-05","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.38","","","","2"
"1950-05","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","3.79","","","","2"
"1950-05","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","2.56","","","","2"
"1950-05","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","32.90","","","","2"
"1950-05","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","50.43","","","","2"
"1950-05","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","4.76","","","","2"
"1950-05","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","4.04","","","","2"
"1950-05","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","9.73","","","","2"
"1950-05","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","11.64","","","","2"
"1950-06","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","119.32","","","","2"
"1950-06","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","0.97","","","","2"
"1950-06","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.35","","","","2"
"1950-06","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","3.59","","","","2"
"1950-06","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","2.85","","","","2"
"1950-06","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","34.43","","","","2"
"1950-06","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","50.69","","","","2"
"1950-06","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","4.50","","","","2"
"1950-06","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","4.04","","","","2"
"1950-06","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","8.14","","","","2"
"1950-06","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","10.73","","","","2"
"1950-07","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","127.09","","","","2"
"1950-07","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","0.73","","","","2"
"1950-07","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.40","","","","2"
"1950-07","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","4.26","","","","2"
"1950-07","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","2.70","","","","2"
"1950-07","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","36.44","","","","2"
"1950-07","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","52.56","","","","2"
"1950-07","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","5.78","","","","2"
"1950-07","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","4.27","","","","2"
"1950-07","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","8.83","","","","2"
"1950-07","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","11.85","","","","2"
"1950-08","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","114.05","","","","2"
"1950-08","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","0.75","","","","2"
"1950-08","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.33","","","","2"
"1950-08","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","3.44","","","","2"
"1950-08","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","2.33","","","","2"
"1950-08","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","29.66","","","","2"
"1950-08","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","47.22","","","","2"
"1950-08","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","6.79","","","","2"
"1950-08","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","4.08","","","","2"
"1950-08","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","8.90","","","","2"
"1950-08","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","11.30","","","","2"
"1950-09","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","125.32","","","","2"
"1950-09","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","0.83","","","","2"
"1950-09","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.46","","","","2"
"1950-09","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","4.06","","","","2"
"1950-09","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","2.69","","","","2"
"1950-09","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","31.15","","","","2"
"1950-09","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","53.74","","","","2"
"1950-09","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","6.92","","","","2"
"1950-09","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","4.04","","","","2"
"1950-09","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","10.35","","","","2"
"1950-09","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","11.91","","","","2"
"1950-10","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","133.75","","","","2"
"1950-10","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","1.07","","","","2"
"1950-10","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.56","","","","2"
"1950-10","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","3.86","","","","2"
"1950-10","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","2.96","","","","2"
"1950-10","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","36.20","","","","2"
"1950-10","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","57.94","","","","2"
"1950-10","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","6.21","","","","2"
"1950-10","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","4.64","","","","2"
"1950-10","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","9.68","","","","2"
"1950-10","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","11.70","","","","2"
"1950-11","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","147.51","","","","2"
"1950-11","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","0.83","","","","2"
"1950-11","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.52","","","","2"
"1950-11","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","4.68","","","","2"
"1950-11","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","3.01","","","","2"
"1950-11","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","40.57","","","","2"
"1950-11","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","64.41","","","","2"
"1950-11","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","6.84","","","","2"
"1950-11","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","4.72","","","","2"
"1950-11","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","9.68","","","","2"
"1950-11","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","13.08","","","","2"
"1950-12","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","129.58","","","","2"
"1950-12","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","0.84","","","","2"
"1950-12","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.57","","","","2"
"1950-12","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","3.86","","","","2"
"1950-12","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","2.73","","","","2"
"1950-12","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","35.53","","","","2"
"1950-12","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","54.95","","","","2"
"1950-12","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","6.54","","","","2"
"1950-12","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","3.65","","","","2"
"1950-12","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","9.70","","","","2"
"1950-12","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","12.05","","","","2"
"1951-01","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","130.43","","","","2"
"1951-01","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","0.63","","","","2"
"1951-01","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.31","","","","2"
"1951-01","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","3.67","","","","2"
"1951-01","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","3.03","","","","2"
"1951-01","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","36.89","","","","2"
"1951-01","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","54.65","","","","2"
"1951-01","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","6.62","","","","2"
"1951-01","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","3.54","","","","2"
"1951-01","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","10.66","","","","2"
"1951-01","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","11.06","","","","2"
"1951-02","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","129.50","","","","2"
"1951-02","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","1.15","","","","2"
"1951-02","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.32","","","","2"
"1951-02","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","4.18","","","","2"
"1951-02","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","3.04","","","","2"
"1951-02","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","34.93","","","","2"
"1951-02","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","55.91","","","","2"
"1951-02","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","6.56","","","","2"
"1951-02","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","3.38","","","","2"
"1951-02","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","9.11","","","","2"
"1951-02","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","12.07","","","","2"
"1951-03","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","132.89","","","","2"
"1951-03","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","1.01","","","","2"
"1951-03","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.25","","","","2"
"1951-03","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","4.01","","","","2"
"1951-03","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","3.30","","","","2"
"1951-03","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","39.39","","","","2"
"1951-03","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","56.27","","","","2"
"1951-03","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","6.31","","","","2"
"1951-03","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","3.41","","","","2"
"1951-03","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","9.30","","","","2"
"1951-03","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","10.65","","","","2"
"1951-04","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","144.74","","","","2"
"1951-04","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","0.84","","","","2"
"1951-04","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.34","","","","2"
"1951-04","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","4.28","","","","2"
"1951-04","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","2.97","","","","2"
"1951-04","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","41.03","","","","2"
"1951-04","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","63.23","","","","2"
"1951-04","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","7.69","","","","2"
"1951-04","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","3.27","","","","2"
"1951-04","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","9.39","","","","2"
"1951-04","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","12.54","","","","2"
"1951-05","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","140.89","","","","2"
"1951-05","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","1.00","","","","2"
"1951-05","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.34","","","","2"
"1951-05","Nova Scotia","2016A000212","Total, life insurance sales","Dollars","81","millions","6","v3831","4.1","3.99","","","","2"
"1951-05","New Brunswick","2016A000213","Total, life insurance sales","Dollars","81","millions","6","v3832","5.1","3.56","","","","2"
"1951-05","Quebec","2016A000224","Total, life insurance sales","Dollars","81","millions","6","v3833","6.1","38.58","","","","2"
"1951-05","Ontario","2016A000235","Total, life insurance sales","Dollars","81","millions","6","v3834","7.1","60.84","","","","2"
"1951-05","Manitoba","2016A000246","Total, life insurance sales","Dollars","81","millions","6","v3835","8.1","7.86","","","","2"
"1951-05","Saskatchewan","2016A000247","Total, life insurance sales","Dollars","81","millions","6","v3836","9.1","3.65","","","","2"
"1951-05","Alberta","2016A000248","Total, life insurance sales","Dollars","81","millions","6","v3837","10.1","9.68","","","","2"
"1951-05","British Columbia","2016A000259","Total, life insurance sales","Dollars","81","millions","6","v3829","11.1","12.39","","","","2"
"1951-06","Canada","2016A000011124","Total, life insurance sales","Dollars","81","millions","6","v3827","1.1","146.98","","","","2"
"1951-06","Newfoundland and Labrador","2016A000210","Total, life insurance sales","Dollars","81","millions","6","v3828","2.1","0.99","","","","2"
"1951-06","Prince Edward Island","2016A000211","Total, life insurance sales","Dollars","81","millions","6","v3830","3.1","0.37","","","","2"
